Virus_Name	Variant	EPI_ISL_ID
hCoV-19/USA/WA-S16949/2022	Omicron	EPI_ISL_9346769
hCoV-19/USA/WA-S16912/2022	Omicron	EPI_ISL_9346732
hCoV-19/USA/WA-S16921/2022	Omicron	EPI_ISL_9346741
hCoV-19/USA/WA-S16917/2022	Omicron	EPI_ISL_9346737
hCoV-19/USA/WA-S16924/2022	Omicron	EPI_ISL_9346744
hCoV-19/USA/WA-S16889/2022	Omicron	EPI_ISL_9346709
hCoV-19/USA/WA-S16902/2022	Omicron	EPI_ISL_9346722
hCoV-19/USA/WA-S16787/2022	Omicron	EPI_ISL_9271989
hCoV-19/USA/WA-S16888/2022	Omicron	EPI_ISL_9346708
hCoV-19/USA/WA-S16927/2022	Omicron	EPI_ISL_9346747
hCoV-19/USA/WA-S16809/2022	Omicron	EPI_ISL_9272011
hCoV-19/USA/WA-S16887/2022	Omicron	EPI_ISL_9346707
hCoV-19/USA/WA-S16800/2022	Omicron	EPI_ISL_9272002
hCoV-19/USA/WA-S16794/2022	Omicron	EPI_ISL_9271996
hCoV-19/USA/WA-S16891/2022	Omicron	EPI_ISL_9346711
hCoV-19/USA/WA-S16907/2022	Omicron	EPI_ISL_9346727
hCoV-19/USA/WA-S16804/2022	Omicron	EPI_ISL_9272006
hCoV-19/USA/WA-S16796/2022	Omicron	EPI_ISL_9271998
hCoV-19/USA/WA-S16914/2022	Omicron	EPI_ISL_9346734
hCoV-19/USA/WA-S16904/2022	Omicron	EPI_ISL_9346724
hCoV-19/USA/WA-S16944/2022	Omicron	EPI_ISL_9346764
hCoV-19/USA/WA-S16910/2022	Omicron	EPI_ISL_9346730
hCoV-19/USA/WA-S16795/2022	Omicron	EPI_ISL_9271997
hCoV-19/USA/WA-S16892/2022	Omicron	EPI_ISL_9346712
hCoV-19/USA/WA-S16895/2022	Omicron	EPI_ISL_9346715
hCoV-19/USA/WA-S16819/2022	Omicron	EPI_ISL_9272021
hCoV-19/USA/WA-S16802/2022	Omicron	EPI_ISL_9272004
hCoV-19/USA/WA-S16790/2022	Omicron	EPI_ISL_9271992
hCoV-19/USA/WA-S16896/2022	Omicron	EPI_ISL_9346716
hCoV-19/USA/WA-S16786/2022	Omicron	EPI_ISL_9271988
hCoV-19/USA/WA-S16915/2022	Omicron	EPI_ISL_9346735
hCoV-19/USA/WA-S16948/2022	Omicron	EPI_ISL_9346768
hCoV-19/USA/WA-S16926/2022	Omicron	EPI_ISL_9346746
hCoV-19/USA/WA-S16781/2022	Omicron	EPI_ISL_9271983
hCoV-19/USA/WA-S16908/2022	Omicron	EPI_ISL_9346728
hCoV-19/USA/WA-S16923/2022	Omicron	EPI_ISL_9346743
hCoV-19/USA/WA-S16916/2022	Omicron	EPI_ISL_9346736
hCoV-19/USA/WA-S16922/2022	Omicron	EPI_ISL_9346742
hCoV-19/USA/WA-S16899/2022	Omicron	EPI_ISL_9346719
hCoV-19/USA/WA-S16146/2022	Omicron	EPI_ISL_8822465
hCoV-19/USA/WA-S16893/2022	Omicron	EPI_ISL_9346713
hCoV-19/USA/WA-S16815/2022	Omicron	EPI_ISL_9272017
hCoV-19/USA/WA-S16945/2022	Omicron	EPI_ISL_9346765
hCoV-19/USA/WA-S16947/2022	Omicron	EPI_ISL_9346767
hCoV-19/USA/WA-S16937/2022	Omicron	EPI_ISL_9346757
hCoV-19/USA/WA-S16943/2022	Omicron	EPI_ISL_9346763
hCoV-19/USA/WA-S16811/2022	Omicron	EPI_ISL_9272013
hCoV-19/USA/WA-S16913/2022	Omicron	EPI_ISL_9346733
hCoV-19/USA/WA-S16797/2022	Omicron	EPI_ISL_9271999
hCoV-19/USA/WA-S16903/2022	Omicron	EPI_ISL_9346723
hCoV-19/USA/WA-S16953/2022	Omicron	EPI_ISL_9346773
hCoV-19/USA/WA-S16776/2022	Omicron	EPI_ISL_9271978
hCoV-19/USA/WA-S16918/2022	Omicron	EPI_ISL_9346738
hCoV-19/USA/WA-S16909/2022	Omicron	EPI_ISL_9346729
hCoV-19/USA/WA-S16911/2022	Omicron	EPI_ISL_9346731
hCoV-19/USA/WA-S16930/2022	Omicron	EPI_ISL_9346750
hCoV-19/USA/WA-S16932/2022	Omicron	EPI_ISL_9346752
hCoV-19/USA/WA-S16898/2022	Omicron	EPI_ISL_9346718
hCoV-19/USA/WA-S16785/2022	Omicron	EPI_ISL_9271987
hCoV-19/USA/WA-S16958/2022	Omicron	EPI_ISL_9346778
hCoV-19/USA/WA-S16793/2022	Omicron	EPI_ISL_9271995
hCoV-19/USA/WA-S16931/2022	Omicron	EPI_ISL_9346751
hCoV-19/USA/WA-S16950/2022	Omicron	EPI_ISL_9346770
hCoV-19/USA/WA-S16952/2022	Omicron	EPI_ISL_9346772
hCoV-19/USA/WA-S16897/2022	Omicron	EPI_ISL_9346717
hCoV-19/USA/WA-S16957/2022	Omicron	EPI_ISL_9346777
hCoV-19/USA/WA-S16807/2022	Omicron	EPI_ISL_9272009
hCoV-19/USA/WA-S16810/2022	Omicron	EPI_ISL_9272012
hCoV-19/USA/WA-S16813/2022	Omicron	EPI_ISL_9272015
hCoV-19/USA/WA-S16925/2022	Omicron	EPI_ISL_9346745
hCoV-19/USA/WA-S16808/2022	Omicron	EPI_ISL_9272010
hCoV-19/USA/WA-S16890/2022	Omicron	EPI_ISL_9346710
hCoV-19/USA/WA-S16799/2022	Omicron	EPI_ISL_9272001
hCoV-19/USA/WA-S16941/2022	Omicron	EPI_ISL_9346761
hCoV-19/USA/WA-S16942/2022	Omicron	EPI_ISL_9346762
hCoV-19/USA/WA-S16783/2022	Omicron	EPI_ISL_9271985
hCoV-19/USA/WA-S16774/2022	Omicron	EPI_ISL_9271976
hCoV-19/USA/WA-S16946/2022	Omicron	EPI_ISL_9346766
hCoV-19/USA/WA-S16143/2022	Omicron	EPI_ISL_8822462
hCoV-19/USA/WA-S16919/2022	Omicron	EPI_ISL_9346739
hCoV-19/USA/WA-S16798/2022	Omicron	EPI_ISL_9272000
hCoV-19/USA/WA-S16905/2022	Omicron	EPI_ISL_9346725
hCoV-19/USA/WA-S16934/2022	Omicron	EPI_ISL_9346754
hCoV-19/USA/WA-S16906/2022	Omicron	EPI_ISL_9346726
hCoV-19/USA/WA-S16954/2022	Omicron	EPI_ISL_9346774
hCoV-19/USA/WA-S16901/2022	Omicron	EPI_ISL_9346721
hCoV-19/USA/WA-S16956/2022	Omicron	EPI_ISL_9346776
hCoV-19/USA/WA-S16073/2022	Omicron	EPI_ISL_8822390
hCoV-19/USA/WA-S16122/2022	Omicron	EPI_ISL_8822440
hCoV-19/USA/WA-S16131/2022	Omicron	EPI_ISL_8822450
hCoV-19/USA/WA-S16822/2022	Omicron	EPI_ISL_9272024
hCoV-19/USA/WA-S16971/2022	Omicron	EPI_ISL_9346791
hCoV-19/USA/WA-S16107/2022	Omicron	EPI_ISL_8822425
hCoV-19/USA/WA-S16092/2022	Omicron	EPI_ISL_8822410
hCoV-19/USA/WA-S16105/2022	Omicron	EPI_ISL_8822423
hCoV-19/USA/WA-S16114/2022	Omicron	EPI_ISL_8822432
hCoV-19/USA/WA-S16951/2022	Omicron	EPI_ISL_9346771
hCoV-19/USA/WA-S16973/2022	Omicron	EPI_ISL_9346793
hCoV-19/USA/WA-S16099/2022	Omicron	EPI_ISL_8822417
hCoV-19/USA/WA-S16968/2022	Omicron	EPI_ISL_9346788
hCoV-19/USA/WA-S16963/2022	Omicron	EPI_ISL_9346783
hCoV-19/USA/WA-S16961/2022	Omicron	EPI_ISL_9346781
hCoV-19/USA/WA-S16076/2022	Omicron	EPI_ISL_8822393
hCoV-19/USA/WA-S16138/2022	Omicron	EPI_ISL_8822457
hCoV-19/USA/WA-S16972/2022	Omicron	EPI_ISL_9346792
hCoV-19/USA/WA-S16083/2022	Omicron	EPI_ISL_8822400
hCoV-19/USA/WA-S16115/2022	Omicron	EPI_ISL_8822433
hCoV-19/USA/WA-S16069/2022	Omicron	EPI_ISL_8822386
hCoV-19/USA/WA-S16124/2022	Omicron	EPI_ISL_8822442
hCoV-19/USA/WA-S16078/2022	Omicron	EPI_ISL_8822395
hCoV-19/USA/WA-S16127/2022	Omicron	EPI_ISL_8822445
hCoV-19/USA/WA-S16098/2022	Omicron	EPI_ISL_8822416
hCoV-19/USA/WA-S16071/2022	Omicron	EPI_ISL_8822388
hCoV-19/USA/WA-S16100/2022	Omicron	EPI_ISL_8822418
hCoV-19/USA/WA-S16088/2022	Omicron	EPI_ISL_8822405
hCoV-19/USA/WA-S16960/2022	Omicron	EPI_ISL_9346780
hCoV-19/USA/WA-S16068/2022	Omicron	EPI_ISL_8822385
hCoV-19/USA/WA-S16962/2022	Omicron	EPI_ISL_9346782
hCoV-19/USA/WA-S16082/2022	Omicron	EPI_ISL_8822399
hCoV-19/USA/WA-S16964/2022	Omicron	EPI_ISL_9346784
hCoV-19/USA/WA-S16976/2022	Omicron	EPI_ISL_9346796
hCoV-19/USA/WA-S16085/2022	Omicron	EPI_ISL_8822402
hCoV-19/USA/WA-S16081/2022	Omicron	EPI_ISL_8822398
hCoV-19/USA/WA-S16975/2022	Omicron	EPI_ISL_9346795
hCoV-19/USA/WA-S16140/2022	Omicron	EPI_ISL_8822459
hCoV-19/USA/WA-S16113/2022	Omicron	EPI_ISL_8822431
hCoV-19/USA/WA-S16149/2022	Omicron	EPI_ISL_8822468
hCoV-19/USA/WA-S16104/2022	Omicron	EPI_ISL_8822422
hCoV-19/USA/WA-S16074/2022	Omicron	EPI_ISL_8822391
hCoV-19/USA/WA-S16995/2022	Omicron	EPI_ISL_9346815
hCoV-19/USA/WA-S16130/2022	Omicron	EPI_ISL_8822449
hCoV-19/USA/WA-S16102/2022	Omicron	EPI_ISL_8822420
hCoV-19/USA/WA-S16118/2022	Omicron	EPI_ISL_8822436
hCoV-19/USA/WA-S16066/2022	Omicron	EPI_ISL_8822383
hCoV-19/USA/WA-S16996/2022	Omicron	EPI_ISL_9346816
hCoV-19/USA/WA-S16095/2022	Omicron	EPI_ISL_8822413
hCoV-19/USA/WA-S16119/2022	Omicron	EPI_ISL_8822437
hCoV-19/USA/WA-S16141/2022	Omicron	EPI_ISL_8822460
hCoV-19/USA/WA-S16129/2022	Omicron	EPI_ISL_8822448
hCoV-19/USA/WA-S16955/2022	Omicron	EPI_ISL_9346775
hCoV-19/USA/WA-S16080/2022	Omicron	EPI_ISL_8822397
hCoV-19/USA/WA-S16086/2022	Omicron	EPI_ISL_8822403
hCoV-19/USA/WA-S16991/2022	Omicron	EPI_ISL_9346811
hCoV-19/USA/WA-S16101/2022	Omicron	EPI_ISL_8822419
hCoV-19/USA/WA-S16089/2022	Omicron	EPI_ISL_8822406
hCoV-19/USA/WA-S16148/2022	Omicron	EPI_ISL_8822467
hCoV-19/USA/WA-S16090/2022	Omicron	EPI_ISL_8822407
hCoV-19/USA/WA-S16064/2022	Omicron	EPI_ISL_8822381
hCoV-19/USA/WA-S16993/2022	Omicron	EPI_ISL_9346813
hCoV-19/USA/WA-S16132/2022	Omicron	EPI_ISL_8822451
hCoV-19/USA/WA-S16147/2022	Omicron	EPI_ISL_8822466
hCoV-19/USA/WA-S16992/2022	Omicron	EPI_ISL_9346812
hCoV-19/USA/WA-S16075/2022	Omicron	EPI_ISL_8822392
hCoV-19/USA/WA-S16094/2022	Omicron	EPI_ISL_8822412
hCoV-19/USA/WA-S16109/2022	Omicron	EPI_ISL_8822427
hCoV-19/USA/WA-S16096/2022	Omicron	EPI_ISL_8822414
hCoV-19/USA/WA-S16150/2022	Omicron	EPI_ISL_8822469
hCoV-19/USA/WA-S16990/2022	Omicron	EPI_ISL_9346810
hCoV-19/USA/WA-S16091/2022	Omicron	EPI_ISL_8822409
hCoV-19/USA/WA-S16989/2022	Omicron	EPI_ISL_9346809
hCoV-19/USA/WA-S16959/2022	Omicron	EPI_ISL_9346779
hCoV-19/USA/WA-S16110/2022	Omicron	EPI_ISL_8822428
hCoV-19/USA/WA-S16065/2022	Omicron	EPI_ISL_8822382
hCoV-19/USA/WA-S16120/2022	Omicron	EPI_ISL_8822438
hCoV-19/USA/WA-S17008/2022	Omicron	EPI_ISL_9346828
hCoV-19/USA/WA-S16144/2022	Omicron	EPI_ISL_8822463
hCoV-19/USA/WA-S16103/2022	Omicron	EPI_ISL_8822421
hCoV-19/USA/WA-S16994/2022	Omicron	EPI_ISL_9346814
hCoV-19/USA/WA-S16067/2022	Omicron	EPI_ISL_8822384
hCoV-19/USA/WA-S16974/2022	Omicron	EPI_ISL_9346794
hCoV-19/USA/WA-S16135/2022	Omicron	EPI_ISL_8822454
hCoV-19/USA/WA-S16125/2022	Omicron	EPI_ISL_8822443
hCoV-19/USA/WA-S16097/2022	Omicron	EPI_ISL_8822415
hCoV-19/USA/WA-S16077/2022	Omicron	EPI_ISL_8822394
hCoV-19/USA/WA-S16072/2022	Omicron	EPI_ISL_8822389
hCoV-19/USA/WA-S16087/2022	Omicron	EPI_ISL_8822404
hCoV-19/USA/WA-S16133/2022	Omicron	EPI_ISL_8822452
hCoV-19/USA/WA-S16070/2022	Omicron	EPI_ISL_8822387
hCoV-19/USA/WA-S16111/2022	Omicron	EPI_ISL_8822429
hCoV-19/USA/WA-S16117/2022	Omicron	EPI_ISL_8822435
hCoV-19/USA/WA-S16112/2022	Omicron	EPI_ISL_8822430
hCoV-19/USA/WA-S16966/2022	Omicron	EPI_ISL_9346786
hCoV-19/USA/WA-S16128/2022	Omicron	EPI_ISL_8822446
hCoV-19/USA/WA-S16969/2022	Omicron	EPI_ISL_9346789
hCoV-19/USA/WA-S16965/2022	Omicron	EPI_ISL_9346785
hCoV-19/USA/WA-S16093/2022	Omicron	EPI_ISL_8822411
hCoV-19/USA/WA-S16079/2022	Omicron	EPI_ISL_8822396
hCoV-19/USA/WA-S16967/2022	Omicron	EPI_ISL_9346787
hCoV-19/USA/WA-S16145/2022	Omicron	EPI_ISL_8822464
hCoV-19/USA/WA-S16121/2022	Omicron	EPI_ISL_8822439
hCoV-19/USA/WA-S16108/2022	Omicron	EPI_ISL_8822426
hCoV-19/USA/WA-S16136/2022	Omicron	EPI_ISL_8822455
hCoV-19/USA/WA-S16116/2022	Omicron	EPI_ISL_8822434
hCoV-19/USA/WA-S16123/2022	Omicron	EPI_ISL_8822441
hCoV-19/USA/WA-S16978/2022	Omicron	EPI_ISL_9346798
hCoV-19/USA/WA-S17001/2022	Omicron	EPI_ISL_9346821
hCoV-19/USA/WA-S16981/2022	Omicron	EPI_ISL_9346801
hCoV-19/USA/WA-S17002/2022	Omicron	EPI_ISL_9346822
hCoV-19/USA/WA-S17007/2022	Omicron	EPI_ISL_9346827
hCoV-19/USA/WA-S17012/2022	Omicron	EPI_ISL_9346832
hCoV-19/USA/WA-S16983/2022	Omicron	EPI_ISL_9346803
hCoV-19/USA/WA-S16999/2022	Omicron	EPI_ISL_9346819
hCoV-19/USA/WA-S17000/2022	Omicron	EPI_ISL_9346820
hCoV-19/USA/WA-S16982/2022	Omicron	EPI_ISL_9346802
hCoV-19/USA/WA-S17003/2022	Omicron	EPI_ISL_9346823
hCoV-19/USA/WA-S16980/2022	Omicron	EPI_ISL_9346800
hCoV-19/USA/WA-S17011/2022	Omicron	EPI_ISL_9346831
hCoV-19/USA/WA-S16979/2022	Omicron	EPI_ISL_9346799
hCoV-19/USA/WA-S16987/2022	Omicron	EPI_ISL_9346807
hCoV-19/USA/WA-S16977/2022	Omicron	EPI_ISL_9346797
hCoV-19/USA/WA-S16985/2022	Omicron	EPI_ISL_9346805
hCoV-19/USA/WA-S17004/2022	Omicron	EPI_ISL_9346824
hCoV-19/USA/WA-S17005/2022	Omicron	EPI_ISL_9346825
hCoV-19/USA/WA-S17009/2022	Omicron	EPI_ISL_9346829
hCoV-19/USA/WA-S17010/2022	Omicron	EPI_ISL_9346830
hCoV-19/USA/WA-S16988/2022	Omicron	EPI_ISL_9346808
hCoV-19/USA/WA-S16997/2022	Omicron	EPI_ISL_9346817
hCoV-19/USA/WA-S17006/2022	Omicron	EPI_ISL_9346826
hCoV-19/USA/WA-S17016/2022	Omicron	EPI_ISL_9346837
hCoV-19/USA/WA-S17038/2022	Omicron	EPI_ISL_9346859
hCoV-19/USA/WA-S17023/2022	Omicron	EPI_ISL_9346844
hCoV-19/USA/WA-S17042/2022	Omicron	EPI_ISL_9346863
hCoV-19/USA/WA-S17028/2022	Omicron	EPI_ISL_9346849
hCoV-19/USA/WA-S16883/2022	Omicron	EPI_ISL_9272085
hCoV-19/USA/WA-S17024/2022	Omicron	EPI_ISL_9346845
hCoV-19/USA/WA-S17026/2022	Omicron	EPI_ISL_9346847
hCoV-19/USA/WA-S17034/2022	Omicron	EPI_ISL_9346855
hCoV-19/USA/WA-S17018/2022	Omicron	EPI_ISL_9346839
hCoV-19/USA/WA-S17065/2022	Omicron	EPI_ISL_9346885
hCoV-19/USA/WA-S17022/2022	Omicron	EPI_ISL_9346843
hCoV-19/USA/WA-S17040/2022	Omicron	EPI_ISL_9346861
hCoV-19/USA/WA-S17027/2022	Omicron	EPI_ISL_9346848
hCoV-19/USA/WA-S17036/2022	Omicron	EPI_ISL_9346857
hCoV-19/USA/WA-S16884/2022	Omicron	EPI_ISL_9272086
hCoV-19/USA/WA-S17037/2022	Omicron	EPI_ISL_9346858
hCoV-19/USA/WA-S17033/2022	Omicron	EPI_ISL_9346854
hCoV-19/USA/WA-S17017/2022	Omicron	EPI_ISL_9346838
hCoV-19/USA/WA-S17021/2022	Omicron	EPI_ISL_9346842
hCoV-19/USA/WA-S17013/2022	Omicron	EPI_ISL_9346833
hCoV-19/USA/WA-S17030/2022	Omicron	EPI_ISL_9346851
hCoV-19/USA/WA-S17035/2022	Omicron	EPI_ISL_9346856
hCoV-19/USA/WA-S16151/2022	Omicron	EPI_ISL_8822470
hCoV-19/USA/WA-S17025/2022	Omicron	EPI_ISL_9346846
hCoV-19/USA/WA-S17127/2022	Omicron	EPI_ISL_9346947
hCoV-19/USA/WA-S16885/2022	Omicron	EPI_ISL_9272087
hCoV-19/USA/WA-S17039/2022	Omicron	EPI_ISL_9346860
hCoV-19/USA/WA-S17015/2022	Omicron	EPI_ISL_9346836
hCoV-19/USA/WA-S16882/2022	Omicron	EPI_ISL_9272084
hCoV-19/USA/WA-S17014/2022	Omicron	EPI_ISL_9346834
hCoV-19/USA/WA-S17029/2022	Omicron	EPI_ISL_9346850
hCoV-19/USA/WA-S17019/2022	Omicron	EPI_ISL_9346840
hCoV-19/USA/WA-S17032/2022	Omicron	EPI_ISL_9346853
hCoV-19/USA/WA-S17031/2022	Omicron	EPI_ISL_9346852
hCoV-19/USA/WA-S17063/2022	Omicron	EPI_ISL_9346883
hCoV-19/USA/WA-S17105/2022	Omicron	EPI_ISL_9346925
hCoV-19/USA/WA-S17057/2022	Omicron	EPI_ISL_9346878
hCoV-19/USA/WA-S17225/2022	Omicron	EPI_ISL_9553010
hCoV-19/USA/WA-S17135/2022	Omicron	EPI_ISL_9346955
hCoV-19/USA/WA-S17108/2022	Omicron	EPI_ISL_9346928
hCoV-19/USA/WA-S17100/2022	Omicron	EPI_ISL_9346920
hCoV-19/USA/WA-S17125/2022	Omicron	EPI_ISL_9346945
hCoV-19/USA/WA-S17093/2022	Omicron	EPI_ISL_9346913
hCoV-19/USA/WA-S17116/2022	Omicron	EPI_ISL_9346936
hCoV-19/USA/WA-S17054/2022	Omicron	EPI_ISL_9346875
hCoV-19/USA/WA-S17224/2022	Omicron	EPI_ISL_9553009
hCoV-19/USA/WA-S17084/2022	Omicron	EPI_ISL_9346904
hCoV-19/USA/WA-S17267/2022	Omicron	EPI_ISL_9553052
hCoV-19/USA/WA-S17062/2022	Omicron	EPI_ISL_9346882
hCoV-19/USA/WA-S17218/2022	Omicron	EPI_ISL_9553003
hCoV-19/USA/WA-S17217/2022	Omicron	EPI_ISL_9553002
hCoV-19/USA/WA-S17126/2022	Omicron	EPI_ISL_9346946
hCoV-19/USA/WA-S17079/2022	Omicron	EPI_ISL_9346899
hCoV-19/USA/WA-S17083/2022	Omicron	EPI_ISL_9346903
hCoV-19/USA/WA-S17047/2022	Omicron	EPI_ISL_9346868
hCoV-19/USA/WA-S17117/2022	Omicron	EPI_ISL_9346937
hCoV-19/USA/WA-S17124/2022	Omicron	EPI_ISL_9346944
hCoV-19/USA/WA-S17101/2022	Omicron	EPI_ISL_9346921
hCoV-19/USA/WA-S17205/2022	Omicron	EPI_ISL_9552990
hCoV-19/USA/WA-S17223/2022	Omicron	EPI_ISL_9553008
hCoV-19/USA/WA-S17092/2022	Omicron	EPI_ISL_9346912
hCoV-19/USA/WA-S17060/2022	Omicron	EPI_ISL_9346881
hCoV-19/USA/WA-S17207/2022	Omicron	EPI_ISL_9552992
hCoV-19/USA/WA-S17104/2022	Omicron	EPI_ISL_9346924
hCoV-19/USA/WA-S17212/2022	Omicron	EPI_ISL_9552997
hCoV-19/USA/WA-S17086/2022	Omicron	EPI_ISL_9346906
hCoV-19/USA/WA-S17216/2022	Omicron	EPI_ISL_9553001
hCoV-19/USA/WA-S17053/2022	Omicron	EPI_ISL_9346874
hCoV-19/USA/WA-S17098/2022	Omicron	EPI_ISL_9346918
hCoV-19/USA/WA-S17081/2022	Omicron	EPI_ISL_9346901
hCoV-19/USA/WA-S17102/2022	Omicron	EPI_ISL_9346922
hCoV-19/USA/WA-S17227/2022	Omicron	EPI_ISL_9553012
hCoV-19/USA/WA-S17045/2022	Omicron	EPI_ISL_9346866
hCoV-19/USA/WA-S17051/2022	Omicron	EPI_ISL_9346872
hCoV-19/USA/WA-S17091/2022	Omicron	EPI_ISL_9346911
hCoV-19/USA/WA-S17074/2022	Omicron	EPI_ISL_9346894
hCoV-19/USA/WA-S17222/2022	Omicron	EPI_ISL_9553007
hCoV-19/USA/WA-S17066/2022	Omicron	EPI_ISL_9346886
hCoV-19/USA/WA-S17120/2022	Omicron	EPI_ISL_9346940
hCoV-19/USA/WA-S17220/2022	Omicron	EPI_ISL_9553005
hCoV-19/USA/WA-S17058/2022	Omicron	EPI_ISL_9346879
hCoV-19/USA/WA-S17231/2022	Omicron	EPI_ISL_9553016
hCoV-19/USA/WA-S17080/2022	Omicron	EPI_ISL_9346900
hCoV-19/USA/WA-S17044/2022	Omicron	EPI_ISL_9346865
hCoV-19/USA/WA-S17246/2022	Omicron	EPI_ISL_9553031
hCoV-19/USA/WA-S17273/2022	Omicron	EPI_ISL_9553058
hCoV-19/USA/WA-S17071/2022	Omicron	EPI_ISL_9346891
hCoV-19/USA/WA-S17055/2022	Omicron	EPI_ISL_9346876
hCoV-19/USA/WA-S17109/2022	Omicron	EPI_ISL_9346929
hCoV-19/USA/WA-S17134/2022	Omicron	EPI_ISL_9346954
hCoV-19/USA/WA-S17069/2022	Omicron	EPI_ISL_9346889
hCoV-19/USA/WA-S17090/2022	Omicron	EPI_ISL_9346910
hCoV-19/USA/WA-S17210/2022	Omicron	EPI_ISL_9552995
hCoV-19/USA/WA-S17268/2022	Omicron	EPI_ISL_9553053
hCoV-19/USA/WA-S17103/2022	Omicron	EPI_ISL_9346923
hCoV-19/USA/WA-S17070/2022	Omicron	EPI_ISL_9346890
hCoV-19/USA/WA-S17050/2022	Omicron	EPI_ISL_9346871
hCoV-19/USA/WA-S17077/2022	Omicron	EPI_ISL_9346897
hCoV-19/USA/WA-S17119/2022	Omicron	EPI_ISL_9346939
hCoV-19/USA/WA-S17099/2022	Omicron	EPI_ISL_9346919
hCoV-19/USA/WA-S17088/2022	Omicron	EPI_ISL_9346908
hCoV-19/USA/WA-S17076/2022	Omicron	EPI_ISL_9346896
hCoV-19/USA/WA-S17067/2022	Omicron	EPI_ISL_9346887
hCoV-19/USA/WA-S17087/2022	Omicron	EPI_ISL_9346907
hCoV-19/USA/WA-S17214/2022	Omicron	EPI_ISL_9552999
hCoV-19/USA/WA-S17052/2022	Omicron	EPI_ISL_9346873
hCoV-19/USA/WA-S17095/2022	Omicron	EPI_ISL_9346915
hCoV-19/USA/WA-S17115/2022	Omicron	EPI_ISL_9346935
hCoV-19/USA/WA-S17121/2022	Omicron	EPI_ISL_9346941
hCoV-19/USA/WA-S16152/2022	Omicron	EPI_ISL_8822471
hCoV-19/USA/WA-S17096/2022	Omicron	EPI_ISL_9346916
hCoV-19/USA/WA-S17272/2022	Omicron	EPI_ISL_9553057
hCoV-19/USA/WA-S17221/2022	Omicron	EPI_ISL_9553006
hCoV-19/USA/WA-S17118/2022	Omicron	EPI_ISL_9346938
hCoV-19/USA/WA-S17226/2022	Omicron	EPI_ISL_9553011
hCoV-19/USA/WA-S17082/2022	Omicron	EPI_ISL_9346902
hCoV-19/USA/WA-S17073/2022	Omicron	EPI_ISL_9346893
hCoV-19/USA/WA-S17085/2022	Omicron	EPI_ISL_9346905
hCoV-19/USA/WA-S17123/2022	Omicron	EPI_ISL_9346943
hCoV-19/USA/WA-S17068/2022	Omicron	EPI_ISL_9346888
hCoV-19/USA/WA-S17049/2022	Omicron	EPI_ISL_9346870
hCoV-19/USA/WA-S17215/2022	Omicron	EPI_ISL_9553000
hCoV-19/USA/WA-S17048/2022	Omicron	EPI_ISL_9346869
hCoV-19/USA/WA-S17213/2022	Omicron	EPI_ISL_9552998
hCoV-19/USA/WA-S17271/2022	Omicron	EPI_ISL_9553056
hCoV-19/USA/WA-S17046/2022	Omicron	EPI_ISL_9346867
hCoV-19/USA/WA-S17219/2022	Omicron	EPI_ISL_9553004
hCoV-19/USA/WA-S17244/2022	Omicron	EPI_ISL_9553029
hCoV-19/USA/WA-S17206/2022	Omicron	EPI_ISL_9552991
hCoV-19/USA/WA-S17107/2022	Omicron	EPI_ISL_9346927
hCoV-19/USA/WA-S17056/2022	Omicron	EPI_ISL_9346877
hCoV-19/USA/WA-S17097/2022	Omicron	EPI_ISL_9346917
hCoV-19/USA/WA-S17325/2022	Omicron	EPI_ISL_9553110
hCoV-19/USA/WA-S17128/2022	Omicron	EPI_ISL_9346948
hCoV-19/USA/WA-S17064/2022	Omicron	EPI_ISL_9346884
hCoV-19/USA/WA-S16154/2022	Omicron	EPI_ISL_8822473
hCoV-19/USA/WA-S17209/2022	Omicron	EPI_ISL_9552994
hCoV-19/USA/WA-S17276/2022	Omicron	EPI_ISL_9553061
hCoV-19/USA/WA-S17308/2022	Omicron	EPI_ISL_9553093
hCoV-19/USA/WA-S17320/2022	Omicron	EPI_ISL_9553105
hCoV-19/USA/WA-S17287/2022	Omicron	EPI_ISL_9553072
hCoV-19/USA/WA-S17290/2022	Omicron	EPI_ISL_9553075
hCoV-19/USA/WA-S17279/2022	Omicron	EPI_ISL_9553064
hCoV-19/USA/WA-S17286/2022	Omicron	EPI_ISL_9553071
hCoV-19/USA/WA-S17258/2022	Omicron	EPI_ISL_9553043
hCoV-19/USA/WA-S17307/2022	Omicron	EPI_ISL_9553092
hCoV-19/USA/WA-S17283/2022	Omicron	EPI_ISL_9553068
hCoV-19/USA/WA-S17302/2022	Omicron	EPI_ISL_9553087
hCoV-19/USA/WA-S17265/2022	Omicron	EPI_ISL_9553050
hCoV-19/USA/WA-S17313/2022	Omicron	EPI_ISL_9553098
hCoV-19/USA/WA-S17274/2022	Omicron	EPI_ISL_9553059
hCoV-19/USA/WA-S17316/2022	Omicron	EPI_ISL_9553101
hCoV-19/USA/WA-S17388/2022	Omicron	EPI_ISL_9553173
hCoV-19/USA/WA-S17311/2022	Omicron	EPI_ISL_9553096
hCoV-19/USA/WA-S17309/2022	Omicron	EPI_ISL_9553094
hCoV-19/USA/WA-S17322/2022	Omicron	EPI_ISL_9553107
hCoV-19/USA/WA-S17319/2022	Omicron	EPI_ISL_9553104
hCoV-19/USA/WA-S17229/2022	Omicron	EPI_ISL_9553014
